14 229,388 244,388 235,420 249,420
21 246,388 261,389 251,420 265,420
23 263,389 278,389 267,420 282,420
9 285,390 300,390 288,420 302,420
8 301,390 315,391 303,420 317,420
2 316,391 331,391 318,420 331,421
7 333,391 345,392 333,421 346,421
plate 224,375 349,380 234,428 349,428
26 30,450 62,453 43,512 72,513
19 64,454 93,456 74,513 101,513
19 96,457 122,459 104,513 128,514
5 134,460 157,462 139,514 161,515
6 159,463 182,465 163,515 185,515
7 184,465 204,467 186,515 206,516
5 207,467 226,469 208,516 226,516
plate 22,423 231,449 43,528 231,528
