28 38,117 65,119 45,172 71,173
12 68,120 93,122 73,173 98,173
16 96,122 119,124 100,174 123,174
1 129,125 151,127 132,174 153,175
0 153,127 173,129 155,175 174,175
7 175,129 194,131 176,175 195,176
1 195,131 213,133 196,176 214,176
plate 33,94 217,115 44,187 218,188
21 194,419 216,421 205,464 225,465
15 219,422 240,424 227,465 247,465
19 241,424 261,426 248,465 266,466
9 268,427 285,429 273,466 288,466
5 287,429 302,431 290,466 304,467
5 303,431 318,433 306,467 319,467
9 319,433 333,434 320,467 333,467
plate 186,398 336,421 205,475 336,476
