26 27,380 54,382 39,433 65,433
21 57,382 82,384 67,433 91,433
21 85,384 109,386 93,433 116,434
8 119,386 142,388 125,434 146,434
0 144,388 165,389 148,434 168,435
8 167,390 188,391 170,435 190,435
5 190,391 209,392 191,435 210,435
plate 19,358 214,374 40,446 214,446
19 178,96 197,95 189,133 208,133
16 199,94 221,93 210,133 231,132
21 223,93 246,91 233,132 254,132
4 257,90 283,88 265,131 290,131
3 285,88 313,85 292,131 318,130
3 316,85 346,83 321,130 350,130
3 349,82 382,80 352,130 383,129
plate 171,81 392,57 190,142 392,142
