32 72,161 90,160 63,199 81,198
22 92,159 110,158 83,198 102,198
28 112,158 131,157 104,198 124,198
7 140,156 161,154 134,197 155,197
2 163,154 185,153 157,197 181,196
3 187,152 210,151 183,196 208,196
3 213,150 238,149 211,196 237,195
plate 75,147 245,131 58,210 244,209
10 380,277 389,276 376,298 385,297
30 391,275 401,274 387,297 397,297
21 402,274 414,273 399,297 411,297
5 419,273 432,271 416,297 430,296
1 433,271 448,270 431,296 446,296
4 449,270 464,268 447,296 463,295
4 467,268 483,266 466,295 482,295
plate 380,269 488,255 373,304 488,303
