23 288,331 311,330 299,375 321,375
18 313,330 337,329 323,375 346,375
14 339,329 364,328 348,375 372,374
2 375,328 402,327 383,374 408,374
0 404,326 431,325 410,374 435,374
8 434,325 462,324 438,374 465,374
3 464,324 493,323 467,374 494,373
plate 280,312 501,301 299,386 502,386
24 50,348 76,349 64,396 87,397
10 78,349 103,350 89,397 112,397
32 105,350 129,351 114,397 137,397
1 139,352 162,352 146,397 167,397
9 164,352 187,353 169,397 190,397
8 189,353 210,354 192,397 212,398
3 213,354 234,355 214,398 234,398
plate 42,327 238,337 65,409 239,409
