11 55,301 79,305 47,358 72,359
26 81,305 102,308 75,359 97,360
21 104,309 123,311 99,360 120,361
3 131,313 148,315 128,361 146,362
9 150,315 166,318 148,362 164,363
7 167,318 182,320 166,363 181,363
2 183,320 196,322 182,363 196,364
plate 56,282 200,308 42,373 200,375
23 264,253 289,257 251,314 279,315
31 291,258 314,261 281,315 306,317
14 316,262 336,265 308,317 330,318
2 345,266 363,269 339,318 359,319
9 364,270 381,272 361,319 378,320
6 382,273 397,275 380,320 396,321
8 399,275 413,278 397,321 412,321
plate 266,231 416,262 244,333 416,335
