29 289,157 307,159 294,198 312,198
18 310,159 327,162 314,198 330,199
17 329,162 345,164 333,199 348,199
9 352,165 366,167 354,200 368,200
9 367,167 381,169 369,200 382,200
2 381,169 394,170 383,201 394,201
0 395,171 406,172 396,201 406,201
plate 283,139 409,161 293,208 409,209
26 11,340 36,341 -6,401 20,402
22 39,341 63,343 24,402 50,402
12 65,343 89,344 53,402 79,402
0 100,344 123,345 90,403 115,403
0 125,345 147,346 118,403 143,403
7 149,346 171,347 144,403 168,404
8 173,347 194,348 171,404 194,404
plate 15,318 200,329 -15,420 200,421
