12 47,219 69,221 52,262 73,262
21 70,221 91,222 74,262 94,262
27 92,222 112,223 95,262 114,262
6 120,223 138,224 122,262 139,263
3 140,224 157,225 141,263 158,263
2 158,225 175,226 160,263 175,263
3 177,226 192,227 177,263 192,263
plate 43,201 197,212 51,273 197,273
24 166,135 184,134 155,175 173,175
32 186,133 205,132 175,175 196,174
32 207,132 227,130 197,174 219,174
2 237,129 260,127 229,174 253,173
2 261,127 285,125 255,173 280,172
0 288,125 313,123 283,172 310,172
6 315,123 342,120 312,172 341,171
plate 168,121 350,102 149,187 350,186
