25 37,449 69,452 49,516 79,516
18 72,452 103,455 82,516 111,517
25 106,455 133,458 113,517 140,518
1 146,459 172,462 151,518 176,518
5 174,462 198,464 178,519 200,519
5 200,464 223,467 203,519 224,520
8 224,467 245,469 226,520 245,520
plate 27,420 251,448 48,533 251,533
27 310,89 338,91 320,144 347,145
27 340,91 367,92 349,145 374,145
23 370,93 394,94 377,145 400,145
6 406,94 430,96 411,145 434,146
7 432,96 455,97 436,146 458,146
3 457,97 479,98 460,146 480,146
8 482,98 502,99 483,146 503,147
plate 303,65 508,80 320,158 508,159
