29 22,249 49,251 14,311 42,312
15 51,251 78,253 45,312 72,312
22 80,253 104,255 74,312 100,313
4 114,256 138,258 111,313 135,314
8 140,258 161,260 137,314 159,314
4 163,260 183,262 162,314 182,315
1 185,262 204,264 184,315 204,315
plate 21,225 210,245 8,329 210,330
23 347,376 359,374 342,401 354,400
21 360,374 373,372 355,400 369,400
28 374,372 389,370 370,400 385,399
7 396,369 413,367 392,399 409,398
4 415,366 435,364 411,398 432,398
3 437,363 460,360 434,398 458,397
3 462,360 489,356 460,397 488,396
plate 347,367 497,341 340,407 496,406
