25 27,344 53,348 34,397 59,398
29 55,348 78,351 60,398 82,399
18 79,351 100,355 84,399 104,399
5 109,356 126,358 112,400 128,400
1 128,359 144,361 130,400 145,401
4 146,361 160,363 147,401 161,401
3 162,364 175,365 162,401 175,402
plate 20,319 178,350 33,411 178,412
14 313,194 324,196 306,223 318,223
29 325,196 336,197 319,223 332,224
13 337,197 347,198 333,224 343,224
8 351,199 360,200 348,224 358,225
5 361,200 370,201 359,225 368,225
6 370,201 378,202 369,225 377,225
1 379,202 386,203 378,225 386,225
plate 314,185 388,196 302,230 388,231
