32 38,137 69,138 56,197 85,197
27 73,138 104,139 88,197 116,198
10 106,139 136,140 119,198 146,198
2 149,140 178,141 159,198 185,198
0 181,141 209,142 188,198 214,198
2 211,142 238,143 216,198 241,199
1 241,143 268,144 244,199 269,199
plate 26,109 275,120 57,212 275,212
12 215,327 231,325 230,352 245,352
33 232,325 249,322 246,352 263,351
14 251,322 269,320 264,351 282,351
0 280,319 302,316 292,350 313,350
7 304,316 332,312 315,350 341,349
4 334,312 365,308 343,349 372,348
7 370,307 407,303 376,348 409,347
plate 207,316 418,279 233,358 419,357
