11 119,172 126,171 112,187 119,187
27 126,171 134,170 120,187 127,187
31 135,170 144,168 129,187 138,186
3 148,168 158,166 142,186 153,186
9 159,166 171,164 154,185 166,185
4 173,164 186,162 169,185 184,184
4 188,161 204,159 185,184 203,183
plate 121,167 208,150 109,192 208,191
19 36,51 48,53 29,82 43,83
33 49,53 61,55 44,83 57,84
11 62,55 72,57 58,84 69,84
5 77,58 85,59 74,84 83,85
5 86,59 95,61 84,85 93,85
7 95,61 103,62 94,85 102,85
4 103,62 111,63 103,85 110,86
plate 37,41 112,56 26,90 112,91
