15 286,270 296,269 295,290 305,289
14 298,269 310,267 306,289 318,289
18 311,267 325,266 319,289 333,289
6 332,265 347,263 339,289 353,288
8 349,263 367,261 356,288 372,288
2 369,261 391,258 374,288 394,287
2 393,258 418,255 396,287 419,287
plate 280,262 425,240 296,295 425,294
16 69,96 84,96 56,132 72,132
27 85,95 100,95 73,132 90,131
17 102,94 118,94 92,131 109,131
7 125,93 142,92 117,131 135,131
5 144,92 161,91 137,131 156,130
5 163,91 181,90 158,130 178,130
9 183,90 202,89 180,130 202,130
plate 71,85 208,75 50,142 207,141
