19 92,331 97,330 96,340 101,340
29 98,330 104,329 102,340 108,339
30 104,329 111,328 108,339 115,339
6 115,328 123,326 118,339 127,339
7 124,326 134,325 128,339 137,338
2 135,325 148,323 138,338 150,338
8 149,323 163,321 151,338 164,338
plate 90,327 169,311 97,342 169,342
27 302,307 320,306 293,346 312,345
12 322,306 340,305 314,345 333,345
28 342,304 361,303 335,345 355,344
0 371,302 392,301 365,344 387,344
9 394,301 416,299 389,344 413,343
1 418,299 441,298 415,343 439,343
4 444,297 469,296 442,343 468,342
plate 304,293 476,278 289,357 475,356
