25 256,364 286,367 240,436 273,437
33 289,368 316,371 276,437 306,438
15 318,371 343,375 308,438 335,439
4 354,376 377,379 347,440 372,440
3 380,379 401,382 375,441 397,441
7 402,382 422,384 399,441 420,442
8 424,385 443,387 423,442 442,443
plate 258,337 448,367 231,458 447,459
29 148,212 165,210 139,250 157,249
29 167,210 186,208 159,249 179,248
26 188,208 209,205 180,248 202,248
5 219,204 243,201 212,247 237,247
1 246,201 272,197 240,246 268,246
4 274,197 304,194 270,245 301,245
9 308,193 341,189 305,244 340,243
plate 149,199 351,168 135,260 350,259
