28 249,222 269,225 238,269 260,269
14 270,225 289,227 261,269 281,270
24 290,227 307,229 283,270 301,271
4 314,230 329,231 309,271 325,271
0 331,231 345,233 327,271 342,272
2 346,233 359,235 344,272 358,272
8 361,235 373,236 360,272 373,273
plate 251,205 376,223 232,283 376,284
18 313,321 343,324 321,382 350,383
14 346,324 374,327 352,383 379,383
30 376,327 401,329 381,383 405,384
0 413,330 436,333 417,384 439,385
4 438,333 460,335 441,385 462,385
6 462,335 482,337 464,385 483,386
2 485,337 503,339 486,386 504,386
plate 307,295 508,319 321,398 509,399
