30 56,422 84,426 45,491 75,492
17 86,426 113,430 77,492 106,493
23 116,430 139,433 109,493 134,493
8 150,434 172,437 145,494 169,495
5 174,437 194,440 171,495 192,495
4 196,440 215,443 194,495 214,496
7 217,443 234,445 215,496 234,497
plate 56,397 239,427 37,511 239,512
23 157,147 173,148 154,185 170,185
30 175,148 192,149 172,185 189,185
31 193,149 209,150 191,185 207,185
9 216,150 230,151 214,185 229,186
2 232,151 246,151 231,186 245,186
0 248,151 262,152 247,186 262,186
8 263,152 277,153 262,186 277,186
plate 156,133 280,140 150,195 280,196
