22 50,201 78,205 35,271 65,272
20 80,206 107,209 68,272 97,273
26 109,210 132,213 99,273 124,274
4 142,215 163,218 135,275 159,276
7 165,218 184,221 161,276 181,276
7 187,221 204,224 184,277 203,277
8 206,224 222,226 204,277 222,278
plate 52,176 227,208 25,292 226,293
12 98,313 104,313 93,325 99,325
14 104,312 111,312 100,325 106,325
25 111,312 118,311 106,325 113,325
6 121,310 129,309 117,325 125,324
2 130,309 137,308 126,324 135,324
5 138,308 148,307 136,324 146,324
8 149,307 159,305 148,324 159,323
plate 99,308 163,298 91,329 163,329
