23 48,257 77,262 37,327 69,328
21 80,263 106,267 72,328 100,330
28 108,268 130,272 102,330 126,331
5 141,274 160,277 137,332 157,333
0 162,278 180,281 159,333 178,334
7 181,281 197,284 180,334 196,334
6 199,285 214,287 198,335 213,335
plate 49,230 217,270 31,348 217,349
11 185,179 199,178 192,207 206,207
30 201,178 216,176 208,206 223,206
25 218,176 235,174 225,206 241,206
7 243,174 262,172 249,206 267,205
2 265,171 286,169 269,205 290,205
0 289,169 313,167 292,205 315,204
3 315,166 342,164 318,204 343,203
plate 180,169 350,147 192,213 350,212
