32 303,233 322,233 313,269 331,269
32 324,232 345,232 333,269 352,269
16 347,231 368,230 354,269 375,269
2 377,230 400,229 383,269 405,268
9 402,229 425,228 407,268 429,268
7 428,228 452,227 431,268 454,268
9 454,226 480,225 457,268 481,268
plate 297,218 486,207 313,279 487,278
21 58,403 78,403 50,446 71,446
24 79,402 100,402 73,446 94,445
20 102,402 122,401 96,445 117,445
1 132,401 153,400 127,445 149,445
0 155,400 177,399 151,445 174,445
9 179,399 201,398 176,445 199,444
3 204,398 227,397 203,444 226,444
plate 59,387 233,379 46,458 233,458
