15 60,49 74,47 50,79 64,79
24 76,47 91,45 65,79 81,78
30 93,45 109,43 83,78 100,77
0 118,41 138,39 110,77 130,76
8 140,38 162,35 132,76 156,75
3 165,35 190,31 159,75 186,74
2 193,31 222,27 189,74 221,73
plate 63,38 231,9 45,88 230,87
30 342,110 357,109 336,142 352,142
31 358,109 374,109 353,142 369,142
10 375,109 391,108 370,142 387,142
5 398,108 414,107 395,142 412,141
2 416,107 433,106 414,141 431,141
4 435,106 452,106 433,141 451,141
7 454,105 472,105 453,141 471,141
plate 342,97 477,90 332,152 477,151
