29 73,214 86,216 78,240 90,240
13 87,216 99,218 91,240 102,241
27 99,218 110,219 102,241 112,241
3 115,220 124,221 117,241 126,242
1 125,221 133,222 126,242 134,242
3 134,222 142,223 135,242 142,242
0 142,223 149,224 143,242 149,242
plate 69,201 151,216 78,247 151,247
12 172,305 204,308 185,370 215,371
13 207,308 238,311 217,371 246,372
10 240,311 268,313 248,372 274,372
3 280,314 307,317 286,372 311,373
5 309,317 333,319 313,373 335,373
7 336,319 358,321 338,374 359,374
8 360,321 381,323 361,374 381,374
plate 163,277 387,302 184,387 387,388
