21 121,193 130,191 111,212 120,212
25 131,191 141,189 121,212 132,211
26 141,189 153,187 132,211 144,211
6 158,187 171,185 150,211 163,210
9 173,184 187,182 165,210 181,209
6 189,181 207,178 183,209 203,208
7 209,178 230,175 205,208 229,207
plate 124,186 236,163 107,218 236,217
31 62,321 77,319 72,349 88,348
14 79,319 96,317 89,348 106,348
18 98,317 117,315 108,348 126,347
6 126,314 148,312 134,347 155,347
9 150,312 175,309 157,347 180,346
2 177,309 204,306 182,346 208,345
8 207,306 238,303 211,345 239,345
plate 56,309 246,284 74,356 247,355
