30 205,458 221,457 214,487 229,487
12 222,457 240,456 230,487 247,487
31 241,456 259,455 248,487 265,487
4 267,455 285,454 273,487 290,487
2 288,454 307,453 292,487 310,486
2 309,453 329,452 313,486 331,486
0 332,452 353,451 334,486 353,486
plate 199,444 359,434 214,495 359,495
32 56,151 81,153 43,211 70,212
33 83,153 108,155 72,212 99,212
18 110,155 133,156 101,212 126,212
9 143,157 166,158 137,213 161,213
8 167,159 188,160 163,213 185,213
3 191,160 211,161 188,214 209,214
9 213,161 232,163 211,214 231,214
plate 57,130 237,144 36,229 237,229
