22 36,168 70,174 27,248 63,250
28 73,174 103,179 67,250 98,251
14 105,180 132,184 100,251 129,253
9 144,186 168,190 141,253 165,254
3 170,191 191,194 168,254 190,255
7 193,194 212,198 192,255 212,256
2 215,198 232,201 214,256 232,257
plate 35,137 237,181 20,271 237,273
29 332,92 350,91 347,124 364,123
33 352,90 372,89 366,123 384,123
30 373,89 394,87 386,123 405,123
1 404,87 427,85 414,122 435,122
5 429,85 454,83 437,122 460,122
4 456,83 483,81 462,122 487,121
6 485,81 515,79 489,121 516,121
plate 324,78 522,59 349,132 522,131
