26 86,399 100,400 79,435 95,435
15 103,400 116,401 97,435 111,435
26 118,402 132,403 113,436 128,436
9 137,403 150,405 134,436 147,436
0 151,405 163,406 148,436 161,437
7 163,406 175,407 162,437 174,437
1 176,407 186,408 175,437 186,437
plate 86,386 189,398 74,445 189,446
27 63,208 91,211 72,265 99,266
12 94,211 120,214 102,266 126,267
25 123,214 147,217 129,267 152,267
3 157,218 179,220 161,267 182,268
6 181,220 201,222 184,268 203,268
1 203,222 222,224 205,268 223,269
8 224,224 242,226 225,269 242,269
plate 56,184 246,209 72,280 246,281
