20 144,302 157,300 136,330 150,329
15 158,300 174,297 151,329 167,329
23 175,297 192,295 168,329 185,328
0 200,293 220,290 194,328 214,327
8 222,290 246,287 216,327 241,326
9 248,286 274,282 243,326 271,324
7 278,282 309,277 275,324 308,323
plate 145,291 318,259 133,338 318,337
16 227,412 239,410 218,438 230,438
17 240,410 253,408 231,438 244,437
21 254,408 269,406 246,437 261,437
2 275,405 292,403 268,436 285,436
8 294,403 313,400 287,436 307,435
5 315,400 336,397 309,435 333,434
7 339,396 364,393 335,434 362,433
plate 229,403 371,379 214,445 370,444
