23 67,362 83,360 52,400 69,399
15 85,360 103,358 71,399 90,399
11 105,358 124,356 92,399 112,398
2 133,355 155,353 122,398 146,397
5 157,353 180,350 148,397 173,396
8 183,350 208,347 176,396 204,396
8 210,347 238,344 206,396 236,395
plate 70,349 246,326 45,412 245,411
20 126,37 148,38 138,79 158,79
28 149,39 171,40 159,79 179,79
19 172,40 193,41 180,79 200,80
4 202,41 221,42 208,80 225,80
3 223,42 241,43 227,80 244,80
4 243,43 260,44 246,80 262,80
9 262,44 279,45 264,80 279,80
plate 117,18 284,28 138,89 284,90
