31 61,375 94,378 70,444 102,445
25 98,378 129,381 106,445 136,446
11 131,381 161,383 138,446 166,446
3 174,384 201,387 178,446 204,447
3 204,387 229,389 207,447 232,447
6 231,389 255,391 233,447 257,448
4 258,391 281,393 259,448 281,448
plate 53,346 287,371 69,462 287,463
24 240,191 252,190 237,217 248,217
14 254,190 265,190 250,217 262,217
21 267,190 280,189 264,217 277,217
0 285,189 299,189 283,216 297,216
4 300,189 313,188 298,216 312,216
1 314,188 329,188 313,216 328,216
8 331,187 344,187 330,216 344,216
plate 240,181 348,176 234,224 348,224
