19 354,66 360,66 348,81 354,80
29 361,66 368,65 355,80 363,80
24 368,65 375,64 363,80 371,80
0 378,64 386,63 374,80 383,80
9 387,63 395,63 384,80 392,80
1 396,63 405,62 393,80 403,79
3 406,62 414,61 404,79 413,79
plate 355,61 417,54 345,85 417,85
24 58,435 79,438 51,482 73,483
26 80,438 100,440 74,483 95,484
12 101,440 119,442 96,484 115,484
5 126,443 142,445 123,485 139,485
8 143,445 158,447 141,485 156,486
2 160,447 173,448 158,486 172,486
9 175,449 187,450 174,486 187,486
plate 59,417 191,436 46,496 191,497
