16 82,228 97,227 77,262 93,262
32 99,227 115,226 95,262 112,262
21 117,226 134,225 113,262 131,261
1 142,224 160,223 139,261 157,261
7 162,223 181,222 159,261 179,261
4 183,222 203,221 181,261 202,260
6 205,220 226,219 204,260 226,260
plate 82,216 232,205 74,271 232,270
14 250,386 257,385 253,399 260,399
26 257,385 265,384 260,399 268,398
23 267,384 276,382 270,398 279,398
4 280,382 291,380 283,398 294,397
4 292,380 306,378 295,397 308,397
1 308,377 325,375 310,397 326,396
7 326,375 346,372 327,396 347,395
plate 248,381 352,360 253,402 352,402
