32 38,262 58,264 48,304 66,304
30 60,264 80,266 68,304 87,304
23 81,266 100,267 88,304 105,305
9 108,268 124,269 113,305 128,305
9 126,269 142,270 130,305 144,305
8 144,271 159,272 146,305 161,306
9 160,272 175,273 161,306 175,306
plate 30,244 178,259 48,314 178,314
25 112,57 128,55 101,92 118,92
30 130,55 147,53 120,92 138,91
22 149,53 167,52 140,91 159,91
1 177,51 197,49 169,91 190,90
6 199,49 221,46 192,90 216,89
4 223,46 247,44 218,89 243,89
1 250,44 275,41 247,89 274,88
plate 114,44 283,24 97,103 282,102
