11 82,41 92,41 84,60 94,60
22 93,41 103,41 95,60 105,61
13 103,41 113,42 105,61 114,61
9 117,42 126,42 118,61 127,61
0 127,42 135,42 128,61 136,61
9 136,42 145,43 137,61 146,61
5 146,43 154,43 147,61 154,61
plate 79,32 157,35 84,66 157,66
22 158,358 183,361 149,417 176,417
15 186,361 210,363 179,417 204,418
12 212,363 234,365 207,418 230,418
0 244,366 265,368 241,419 262,419
9 267,368 287,370 264,419 285,420
2 288,370 307,371 287,420 306,420
3 309,372 326,373 308,420 326,421
plate 158,336 331,355 144,434 331,434
