29 77,321 88,319 85,342 96,342
11 89,319 103,317 98,342 111,341
27 104,317 119,315 112,341 127,341
1 127,314 145,311 134,341 152,340
9 147,311 169,308 154,340 175,339
2 172,307 198,304 177,339 202,338
7 201,303 233,299 204,338 234,337
plate 72,312 242,281 86,347 243,346
30 190,427 204,425 177,458 191,458
20 205,425 219,424 193,458 208,457
27 221,424 236,422 210,457 226,457
8 243,422 259,420 233,457 251,456
2 261,420 279,418 253,456 273,456
9 281,418 300,416 275,456 296,455
8 302,416 323,414 299,455 322,454
plate 193,417 329,401 172,467 329,466
