15 51,298 66,297 65,325 80,325
10 68,297 85,295 82,324 98,324
13 87,295 106,293 100,324 118,324
6 115,292 137,289 127,323 147,323
9 140,289 165,287 149,323 173,322
7 167,286 196,284 175,322 201,322
2 199,283 232,280 204,322 233,321
plate 43,287 240,259 68,332 241,331
20 129,448 156,452 137,506 163,507
31 159,452 183,455 165,507 188,507
26 186,455 208,458 190,507 211,508
1 216,459 236,462 220,508 238,509
4 238,462 256,465 240,509 257,509
3 258,465 274,467 259,510 275,510
6 276,467 291,469 277,510 291,510
plate 123,425 295,454 136,519 295,520
