10 76,34 83,34 82,46 89,46
33 84,34 92,33 89,46 97,46
27 92,33 100,32 97,46 105,46
7 104,32 114,31 108,46 117,45
8 115,31 124,30 118,45 127,45
6 125,30 137,29 128,45 139,45
9 139,29 150,27 140,45 151,45
plate 73,28 155,18 83,49 155,49
18 329,333 358,336 335,392 362,393
27 360,337 386,340 365,393 390,394
14 389,340 413,343 392,394 415,395
9 422,344 443,347 425,395 445,396
1 445,347 465,350 447,396 466,396
1 467,350 485,352 468,397 485,397
5 486,352 503,354 487,397 503,398
plate 324,308 507,337 334,408 507,409
