33 69,311 84,312 74,340 88,341
13 85,312 99,312 89,341 102,341
27 101,313 115,313 104,341 117,341
7 120,314 133,314 122,341 134,341
2 134,315 146,315 135,341 147,342
3 148,315 159,316 149,342 160,342
3 160,316 171,317 161,342 171,342
plate 66,298 174,306 74,348 174,349
31 244,121 262,119 256,153 273,152
10 264,119 283,117 275,152 294,152
13 285,117 306,115 295,152 315,151
0 317,114 340,112 325,151 347,151
1 342,112 369,109 349,151 374,150
9 371,109 399,107 377,150 403,149
1 403,106 435,103 407,149 436,149
plate 238,107 444,82 257,161 444,160
