26 36,397 60,399 40,443 63,444
14 61,399 82,401 64,444 85,444
15 84,401 104,403 86,444 106,445
4 112,404 129,405 114,445 131,445
5 131,406 147,407 133,445 148,446
3 149,407 164,409 150,446 165,446
8 166,409 180,410 167,446 180,447
plate 32,376 184,395 39,456 184,456
31 255,66 269,68 251,98 266,99
15 270,68 284,69 267,99 281,99
28 286,69 298,71 283,99 296,100
5 303,71 314,72 301,100 312,100
0 315,72 325,73 313,100 324,100
1 327,74 337,75 326,100 336,101
1 337,75 347,76 337,101 346,101
plate 256,54 349,66 249,108 349,108
