13 59,145 79,143 52,189 74,189
23 82,143 104,142 76,189 98,188
22 105,141 128,140 100,188 124,188
3 139,139 164,137 135,188 161,187
3 167,137 193,135 164,187 191,187
5 195,135 223,133 193,186 222,186
5 227,133 256,131 225,186 256,185
plate 59,128 265,109 48,202 265,201
11 298,107 311,108 305,135 317,135
26 313,108 326,110 319,135 331,135
12 328,110 339,111 332,135 343,136
8 345,111 356,112 349,136 359,136
5 357,112 368,113 360,136 370,136
8 369,113 379,113 371,136 380,136
8 380,114 390,114 381,136 391,136
plate 293,96 392,106 305,141 392,141
