22 49,238 69,237 56,277 75,277
25 71,236 93,235 77,277 99,277
30 95,235 117,233 100,277 123,276
0 128,232 154,231 133,276 158,276
1 156,230 183,229 160,275 186,275
2 186,228 215,226 189,275 216,275
6 217,226 248,224 219,275 248,274
plate 43,222 257,202 55,288 257,287
25 328,338 336,337 319,356 327,356
29 337,337 346,335 328,356 338,355
25 347,335 358,333 339,355 350,355
7 363,332 376,330 355,354 369,354
1 377,329 392,327 371,354 386,353
7 394,326 413,323 389,353 409,352
2 415,323 438,318 411,352 437,350
plate 330,332 445,306 316,362 444,360
