16 205,406 224,404 219,440 237,439
28 226,404 247,401 239,439 259,439
16 249,401 271,399 261,438 283,438
4 283,397 310,394 294,438 319,437
9 313,394 343,391 322,437 351,436
9 346,390 381,387 353,436 386,435
0 385,386 425,382 390,435 426,434
plate 197,392 437,356 221,448 437,447
25 38,87 67,91 52,147 78,147
22 70,92 96,95 80,147 104,148
20 98,95 121,98 106,148 127,149
3 130,100 150,102 136,149 154,150
0 153,103 171,105 156,150 173,150
0 173,105 190,108 175,150 191,151
0 191,108 207,110 193,151 207,151
plate 30,62 211,94 52,160 211,161
