18 255,216 279,217 266,265 288,266
10 282,217 305,219 291,266 312,266
24 307,219 329,221 314,266 335,266
6 338,221 358,222 343,267 362,267
4 361,223 380,224 364,267 383,267
2 382,224 400,225 384,267 402,267
0 402,225 420,227 404,267 420,268
plate 248,195 424,211 266,277 425,277
23 84,44 93,42 77,65 87,65
16 94,42 106,41 88,65 99,65
31 106,41 119,39 100,65 113,64
7 125,38 138,37 119,64 133,63
6 140,36 155,34 135,63 151,63
1 157,34 175,32 153,63 173,62
2 176,32 197,29 174,62 196,61
plate 85,36 203,17 74,72 202,71
