20 63,328 78,326 57,359 72,358
18 79,326 95,324 74,358 91,357
16 97,324 114,322 92,357 110,357
0 124,320 144,318 120,356 140,356
3 146,318 170,314 142,356 167,355
2 172,314 198,311 169,355 196,354
5 202,310 232,307 200,354 231,353
plate 64,317 240,288 55,367 240,366
27 367,419 387,421 378,459 395,459
10 389,421 409,422 398,459 416,459
33 410,422 429,423 417,459 434,460
9 436,424 453,424 441,460 456,460
6 455,425 470,426 458,460 473,460
8 473,426 488,427 475,460 490,460
7 489,427 505,428 491,460 505,461
plate 360,402 508,414 378,469 508,469
