21 58,241 76,242 65,279 83,280
12 79,242 98,243 85,280 103,280
24 99,243 117,244 104,280 121,280
9 124,244 140,245 128,280 143,281
7 142,245 158,246 145,281 160,281
0 160,246 175,247 162,281 176,281
0 176,247 191,248 177,281 192,281
plate 52,224 195,234 65,289 195,290
22 305,71 323,70 311,106 329,105
30 325,70 344,68 331,105 350,105
23 346,68 367,66 352,105 371,104
2 377,65 400,63 382,104 404,104
0 402,63 428,61 406,104 431,103
6 430,61 457,59 433,103 458,103
4 460,59 489,56 462,103 490,102
plate 300,57 498,35 311,115 498,114
