32 85,260 92,259 91,273 98,273
10 93,259 102,258 99,273 108,273
17 103,257 113,256 109,273 119,272
0 118,255 130,254 123,272 135,272
3 131,254 145,252 136,272 149,271
3 147,252 164,249 151,271 167,271
8 165,249 185,247 168,271 186,270
plate 81,254 191,235 92,277 191,276
26 133,422 163,427 140,486 169,487
31 166,427 193,431 171,487 197,488
27 196,432 220,435 200,488 223,489
1 230,437 251,440 232,489 252,490
6 253,440 272,443 254,490 273,491
0 273,444 291,446 275,491 291,492
3 292,446 308,449 293,492 308,492
plate 127,395 312,432 138,503 312,504
