27 69,189 87,192 72,230 90,230
23 90,192 106,194 92,230 108,231
26 108,194 124,196 110,231 125,231
1 130,197 144,199 131,231 145,232
3 145,199 158,201 146,232 159,232
3 159,201 171,202 160,232 171,233
2 173,202 183,204 173,233 183,233
plate 65,173 186,193 71,240 186,241
32 100,446 108,445 107,461 115,461
16 109,445 118,444 116,461 125,460
13 119,444 129,443 126,460 134,460
8 134,443 145,442 139,460 149,460
4 146,442 159,441 150,460 162,460
1 160,441 173,439 163,460 175,459
1 174,439 191,438 177,459 191,459
plate 97,440 194,429 108,464 194,463
