14 20,275 55,280 35,343 66,344
29 58,280 89,284 69,345 97,346
30 91,285 118,288 100,346 124,346
3 130,290 153,293 136,347 157,348
2 155,293 177,296 159,348 180,348
1 179,297 198,299 182,348 200,349
4 201,300 219,302 202,349 219,350
plate 11,244 223,282 35,361 223,362
32 235,231 250,229 242,257 256,257
31 251,229 267,227 258,257 273,256
33 269,227 286,225 275,256 292,256
6 295,224 316,222 300,255 321,255
3 318,221 342,219 323,255 346,254
6 344,218 372,215 348,254 374,253
6 374,215 406,211 377,253 407,252
plate 231,221 415,192 243,264 415,263
