32 126,174 139,176 120,206 135,207
24 140,176 153,177 136,207 150,207
23 155,177 167,179 152,207 165,208
8 172,179 183,180 170,208 181,208
0 184,180 194,182 182,208 193,209
9 195,182 205,183 194,209 204,209
7 206,183 215,184 205,209 214,209
plate 126,162 217,175 117,216 217,217
29 298,159 303,158 294,170 299,170
20 304,158 310,156 299,170 306,169
23 311,156 317,155 307,169 313,169
2 321,154 330,153 317,169 326,168
0 330,153 342,151 327,168 339,168
0 343,151 355,148 340,168 353,167
3 356,148 373,145 354,167 372,166
plate 299,155 377,138 292,173 376,172
