24 245,442 254,441 240,464 250,464
24 256,441 266,440 252,463 262,463
20 268,440 280,439 264,463 276,463
1 285,438 298,437 282,463 295,462
2 299,437 313,436 296,462 311,462
6 314,436 329,434 312,462 328,462
4 331,434 347,433 330,462 346,461
plate 245,434 352,422 237,470 352,470
24 65,129 84,131 51,179 73,179
12 86,131 105,132 75,179 96,180
14 107,133 125,134 98,180 117,180
3 132,135 148,136 125,180 143,181
2 150,136 166,138 145,181 163,181
2 167,138 182,139 164,181 181,181
9 184,139 198,140 182,181 198,182
plate 67,113 202,127 45,192 202,193
