23 54,112 73,110 48,152 67,151
25 75,110 96,108 70,151 90,151
30 97,108 119,105 92,151 114,150
4 130,104 154,102 125,150 150,149
4 157,102 184,99 153,149 181,148
7 186,99 215,96 183,148 214,148
4 219,96 251,92 217,147 251,147
plate 55,97 260,71 44,163 260,162
24 175,225 204,225 191,280 218,281
19 207,226 236,226 220,281 247,281
19 238,227 265,227 249,281 274,281
7 278,228 305,229 286,281 311,281
9 307,229 333,229 313,281 337,282
3 336,230 361,230 340,282 363,282
1 363,230 387,231 365,282 388,282
plate 165,200 394,210 192,294 395,295
