15 48,331 70,329 66,371 87,370
24 73,329 97,327 90,370 112,370
33 98,327 124,325 114,370 138,369
1 137,324 165,322 150,369 176,369
0 168,322 199,320 179,369 207,368
5 201,319 235,317 210,368 240,368
7 239,317 275,314 244,368 276,367
plate 37,313 285,288 68,380 286,380
26 157,148 165,148 163,164 171,164
31 166,148 176,147 172,164 181,164
28 177,147 186,146 182,164 191,164
3 191,146 202,145 196,164 206,164
8 203,145 216,144 207,163 219,163
3 217,144 230,143 220,163 232,163
8 231,143 246,141 233,163 247,163
plate 154,142 249,132 163,168 250,167
