13 68,282 92,284 61,334 86,335
13 94,284 116,286 88,335 111,335
30 118,286 139,287 114,335 136,336
1 148,288 167,290 145,336 165,336
6 169,290 188,291 167,336 186,337
3 190,291 207,293 188,337 206,337
8 209,293 226,294 208,337 226,338
plate 68,262 230,278 57,350 230,350
28 94,32 106,30 77,62 90,61
29 108,30 123,27 91,61 107,60
10 124,27 140,24 108,60 125,59
3 149,23 169,19 134,59 156,58
3 171,19 194,15 158,58 183,56
2 197,14 225,9 187,56 217,55
6 227,9 260,3 220,54 257,52
plate 98,22 271,-14 71,71 270,69
