23 78,101 90,100 91,123 103,123
25 92,99 106,98 104,123 118,122
17 107,97 123,95 119,122 135,122
2 131,94 150,92 142,122 160,121
9 152,92 175,89 162,121 183,120
7 177,88 204,85 185,120 210,120
6 207,85 240,80 213,120 242,119
plate 71,92 249,62 93,128 250,127
25 218,216 235,215 231,248 247,248
21 237,215 255,214 249,248 266,248
31 257,214 277,213 268,248 286,248
9 285,212 306,211 294,248 313,247
9 308,211 330,210 315,247 335,247
5 333,209 356,208 338,247 359,247
4 358,208 383,206 362,247 384,246
plate 211,203 390,189 232,255 391,255
