18 37,222 62,223 49,270 72,270
31 65,223 89,224 74,270 97,271
18 91,224 115,225 99,271 122,271
7 125,225 148,226 131,271 152,271
2 150,226 172,227 154,271 175,271
1 174,227 195,228 177,271 197,271
4 197,228 218,229 199,271 219,272
plate 30,201 223,211 49,282 223,283
22 285,135 309,137 291,187 314,188
11 312,137 335,139 317,188 339,188
10 337,140 358,142 341,188 362,189
4 367,142 387,144 370,189 389,189
4 389,144 407,146 391,189 408,190
6 409,146 426,148 410,190 427,190
1 428,148 444,149 429,190 444,191
plate 280,115 448,134 290,199 449,200
