15 61,420 73,419 68,445 80,445
32 75,419 88,419 82,445 94,445
25 90,419 105,418 96,445 110,445
8 111,418 126,418 116,445 130,445
7 127,418 143,417 131,445 146,445
3 144,417 160,416 147,445 162,444
7 163,416 178,416 164,444 179,444
plate 56,409 183,404 68,452 183,452
13 228,21 243,20 237,51 252,51
25 245,20 262,19 254,51 270,50
24 264,18 282,17 271,50 289,50
8 290,16 310,15 296,50 315,49
0 312,15 334,13 317,49 338,49
6 336,13 360,11 340,49 362,49
9 362,10 388,8 365,49 389,48
plate 223,10 395,-8 238,58 396,57
